id,label
1,0.9999992987445694
2,0.9999994148201949
3,0.999999988361238
4,0.9999794868526806
5,2.384185791015625e-07
6,0.0004888772964477539
7,0.0
8,1.430511474609375e-06
9,2.9802322387695312e-06
10,3.5762786865234375e-07
11,7.152557373046875e-07
12,0.9956145328469574
13,0.0
14,0.002786576747894287
15,5.0067901611328125e-06
16,0.00015342235565185547
17,0.999590350955259
18,0.9999999777914699
19,3.5762786865234375e-07
20,0.0
21,0.9999999042557235
22,0.00017189979553222656
23,0.9999990440219335
24,0.9939349694177508
25,9.655952453613281e-06
26,0.9999631056998624
27,0.9999991738997664
28,0.0
29,0.7796847969293594
30,0.9999726326423115
31,0.999999750997091
32,0.31470078229904175
33,0.9934854032471776
34,2.1219253540039062e-05
35,0.0
36,0.0
37,0.0
38,0.0
39,0.5625
40,9.775161743164062e-06
41,0.9999307125253836
42,0.9999999233146042
43,0.9999999190832938
44,0.9956392599269748
45,0.0
46,0.9999652448859706
47,8.273124694824219e-05
48,0.9999838928015379
49,0.9999937854631753
50,5.4836273193359375e-06
51,1.1920928955078125e-07
52,0.0
53,2.86102294921875e-06
54,2.3603439331054688e-05
55,0.0
56,0.9999999028714299
57,0.9999999218250863
58,0.0
59,0.9995471254806034
60,2.7418136596679688e-06
61,0.0005233883857727051
62,0.9997932113183197
63,2.0742416381835938e-05
64,0.5609496831893921
65,0.9999155987316044
66,0.9999271265551215
67,0.9999049850375741
68,0.0
69,0.9994526326772757
70,0.9999999512070517
71,0.9996695881418418
72,0.9999978888940859
73,0.9999999921824667
74,0.9998489747667918
75,4.4345855712890625e-05
76,0.999783341147122
77,0.9995982205145992
78,0.9999939141303003
79,0.999994856631929
80,0.0
81,0.8672627657651901
82,1.3113021850585938e-06
83,0.9999993566881926
84,5.2809715270996094e-05
85,0.9998290185321821
86,0.7144432365894318
87,0.9999791689515405
88,0.999999990645958
89,3.933906555175781e-06
90,0.5307171642780304
91,0.01871567964553833
92,0.0
93,0.0
94,0.9999981561857112
95,0.9995612826896831
96,1.7642974853515625e-05
97,0.9999996725414064
98,0.9997744884167332
99,5.960464477539062e-07
100,0.004059791564941406
101,0.0
102,0.9998908571287757
103,0.0
104,8.594989776611328e-05
105,0.9999965160018291
106,0.9999905497315922
107,1.5497207641601562e-06
108,4.76837158203125e-07
109,0.9746554959565401
110,0.9999575643851131
111,0.9999238098098431
112,0.9999987359510669
113,0.9999034712454886
114,4.76837158203125e-06
115,6.258487701416016e-05
116,0.0
117,2.384185791015625e-06
118,0.9953629896044731
119,0.9999999562104449
120,0.05717289447784424
121,0.0011485815048217773
122,0.0
123,1.430511474609375e-06
124,3.5762786865234375e-07
125,5.7220458984375e-06
126,0.477105975151062
127,0.9954003812745214
128,1.1920928955078125e-07
129,0.0
130,0.48725658655166626
131,0.9909318387508392
132,0.9999986536413417
133,0.00019401311874389648
134,1.1920928955078125e-07
135,0.0
136,1.1324882507324219e-05
137,0.9999999976030614
138,0.895156629383564
139,0.057127952575683594
140,0.0001232624053955078
141,0.0
142,0.9999981868720624
143,0.984677093103528
144,0.32048624753952026
145,5.352497100830078e-05
146,0.9999997682302535
147,0.99827045656275
148,0.8415823578834534
149,1.7881393432617188e-06
150,3.4570693969726562e-06
151,0.9999814861457708
152,0.0
153,1.1324882507324219e-05
154,1.1920928955078125e-07
155,0.999301623320207
156,1.1920928955078125e-07
157,1.7881393432617188e-06
158,0.9999848132456464
159,0.9981748426798731
160,0.9997321805858519
161,2.8252601623535156e-05
162,0.0
163,0.0
164,0.9999835619273654
165,0.0020074844360351562
166,0.0732308030128479
167,0.9999904681808403
168,2.0265579223632812e-06
169,1.1920928955078125e-07
170,0.028023958206176758
171,0.11209279298782349
172,0.8844826593995094
173,0.9987945228349417
174,0.0
175,0.9999999998684528
176,0.883357048034668
177,0.9251771122217178
178,0.9998000688938191
179,0.8333939462900162
180,8.344650268554688e-07
181,0.9999999984673572
182,0.9999998301166642
183,7.152557373046875e-07
184,7.236003875732422e-05
185,8.344650268554688e-07
186,2.384185791015625e-07
187,0.0
188,8.344650268554688e-07
189,3.62396240234375e-05
190,0.9999821002511453
191,0.0
192,2.0265579223632812e-06
193,3.4570693969726562e-06
194,0.0
195,0.9203152880072594
196,0.9987572039244696
197,0.99711904511787
198,0.0
199,0.9368524625897408
200,0.9561954662203789
201,0.9991480266326107
202,2.384185791015625e-07
203,0.9999997794911621
